content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Suka Sekali,Positif,suka sekali,suka,['suka'],suka
seru,Positif,seru,seru,['seru'],seru
baik,Positif,baik,,[],
"Sholat lah karena amal tanpa tiang akan sia-sia contoh rumah tanpa pondasi atau tiang pasti ambruk, karena Allah Maha melihat yang butuh kita bukan Allah.",Positif,sholat lah karena amal tanpa tiang akan siasia contoh rumah tanpa pondasi atau tiang pasti ambruk karena allah maha melihat yang butuh kita bukan allah,sholat amal tiang siasia contoh rumah pondasi tiang ambruk allah maha butuh allah,"['sholat', 'amal', 'tiang', 'siasia', 'contoh', 'rumah', 'pondasi', 'tiang', 'ambruk', 'allah', 'maha', 'butuh', 'allah']",sholat amal tiang siasia contoh rumah pondasi tiang ambruk allah maha butuh allah
Good,Positif,good,good,['good'],good
mantab situs ini threads.,Positif,mantab situs ini threads,mantab situs threads,"['mantab', 'situs', 'threads']",mantab situs threads
Ini aplikasi sangat buruk.. akun Instagram saya menjadi hilang gegara ini aplikasi thread. Ini Aplikasi Tidak secanggih seperti dugaan.. aplikasi abal-abal. Lebih baik saya Un-Install.,Negatif,ini aplikasi sangat buruk akun instagram saya menjadi hilang gegara ini aplikasi thread ini aplikasi tidak secanggih seperti dugaan aplikasi abalabal lebih baik saya uninstall,aplikasi buruk akun instagram hilang gegara aplikasi thread aplikasi secanggih dugaan aplikasi abalabal uninstall,"['aplikasi', 'buruk', 'akun', 'instagram', 'hilang', 'gegara', 'aplikasi', 'thread', 'aplikasi', 'secanggih', 'dugaan', 'aplikasi', 'abalabal', 'uninstall']",aplikasi buruk akun instagram hilang gegara aplikasi thread aplikasi canggih duga aplikasi abalabal uninstall
saya sangat menyukai threads,Positif,saya sangat menyukai threads,menyukai threads,"['menyukai', 'threads']",suka threads
kasih fyp,Positif,kasih fyp,kasih fyp,"['kasih', 'fyp']",kasih fyp
dapat pengalaman baru mengenal seseorang🥰,Positif,dapat pengalaman baru mengenal seseorang,pengalaman mengenal,"['pengalaman', 'mengenal']",alam kenal
Good,Positif,good,good,['good'],good
bagus sangat menghibur,Positif,bagus sangat menghibur,bagus menghibur,"['bagus', 'menghibur']",bagus hibur
🍉🍉🍉🍉🍉🍉,Negatif,,,[],
"Tolong di bantu, akun saya kenapa jadi ga bisa di buka? Apk tak guna, lgsg tiba"" banget akun saya di hapus? Nyesel sumpah udah download apk ini",Negatif,tolong di bantu akun saya kenapa jadi ga bisa di buka apk tak guna lgsg tiba banget akun saya di hapus nyesel sumpah udah download apk ini,tolong bantu akun ga buka apk lgsg banget akun hapus nyesel sumpah udah download apk,"['tolong', 'bantu', 'akun', 'ga', 'buka', 'apk', 'lgsg', 'banget', 'akun', 'hapus', 'nyesel', 'sumpah', 'udah', 'download', 'apk']",tolong bantu akun ga buka apk lgsg banget akun hapus nyesel sumpah udah download apk
Coba dulu bagus gk nya,Positif,coba dulu bagus gk nya,coba bagus gk nya,"['coba', 'bagus', 'gk', 'nya']",coba bagus gk nya
sangat menyenangkan,Positif,sangat menyenangkan,menyenangkan,['menyenangkan'],senang
mantap,Positif,mantap,mantap,['mantap'],mantap
Berprestasi di bidang lapangan kerja tempur,Positif,berprestasi di bidang lapangan kerja tempur,berprestasi bidang lapangan kerja tempur,"['berprestasi', 'bidang', 'lapangan', 'kerja', 'tempur']",prestasi bidang lapang kerja tempur
Ok,Positif,ok,ok,['ok'],ok
Sangat puas,Positif,sangat puas,puas,['puas'],puas
Ok,Positif,ok,ok,['ok'],ok
Bagus aplikasi myaa,Positif,bagus aplikasi myaa,bagus aplikasi myaa,"['bagus', 'aplikasi', 'myaa']",bagus aplikasi myaa
knp logonya kok kyk gt,Positif,knp logonya kok kyk gt,knp logonya kyk gt,"['knp', 'logonya', 'kyk', 'gt']",knp logo kyk gt
Mantap!!,Positif,mantap,mantap,['mantap'],mantap
Niceeeee,Positif,niceeeee,niceeeee,['niceeeee'],niceeeee
Bagus sekali,Positif,bagus sekali,bagus,['bagus'],bagus
Tingkatkan,Negatif,tingkatkan,tingkatkan,['tingkatkan'],tingkat
Amazing,Positif,amazing,amazing,['amazing'],amazing
Good,Positif,good,good,['good'],good
Bagus sekali aplikasi nya,Positif,bagus sekali aplikasi nya,bagus aplikasi nya,"['bagus', 'aplikasi', 'nya']",bagus aplikasi nya
Bagus,Positif,bagus,bagus,['bagus'],bagus
mantap,Positif,mantap,mantap,['mantap'],mantap
❤️,Positif,,,[],
sangat memotivasi,Positif,sangat memotivasi,memotivasi,['memotivasi'],motivasi
Kita perlu dipermudah dalam mencari apa yang ingin kita ketahui di sini,Positif,kita perlu dipermudah dalam mencari apa yang ingin kita ketahui di sini,dipermudah mencari ketahui,"['dipermudah', 'mencari', 'ketahui']",mudah cari tahu
Mantap,Positif,mantap,mantap,['mantap'],mantap
Dicobadulu,Positif,dicobadulu,dicobadulu,['dicobadulu'],dicobadulu
moga aja di sediahkan tembol like bila muncul di FB,Positif,moga aja di sediahkan tembol like bila muncul di fb,moga aja sediahkan tembol like muncul fb,"['moga', 'aja', 'sediahkan', 'tembol', 'like', 'muncul', 'fb']",moga aja sediahkan tembol like muncul fb
"keren,tp kurang asyik.blm ada musiknya",Positif,kerentp kurang asyikblm ada musiknya,kerentp asyikblm musiknya,"['kerentp', 'asyikblm', 'musiknya']",kerentp asyikblm musik
cakep!!!!!,Positif,cakep,cakep,['cakep'],cakep
"Kenapa harus di blok akun saya, sebaiknya kalau login jangan pakek instagram",Negatif,kenapa harus di blok akun saya sebaiknya kalau login jangan pakek instagram,blok akun login pakek instagram,"['blok', 'akun', 'login', 'pakek', 'instagram']",blok akun login pakek instagram
Great application,Positif,great application,great application,"['great', 'application']",great application
top,Positif,top,top,['top'],top
apk nya baguss suka banget tapi saran aku tambahin fitur arsip buat utasan sama mode gelap dipengaturan pleasee,Positif,apk nya baguss suka banget tapi saran aku tambahin fitur arsip buat utasan sama mode gelap dipengaturan pleasee,apk nya baguss suka banget saran tambahin fitur arsip utasan mode gelap dipengaturan pleasee,"['apk', 'nya', 'baguss', 'suka', 'banget', 'saran', 'tambahin', 'fitur', 'arsip', 'utasan', 'mode', 'gelap', 'dipengaturan', 'pleasee']",apk nya baguss suka banget saran tambahin fitur arsip utas mode gelap atur pleasee
"Najis baru download udah disuruh 3kali update . Gila gila update ni aplikasi, kaga gua update mending gua apus dah",Negatif,najis baru download udah disuruh kali update  gila gila update ni aplikasi kaga gua update mending gua apus dah,najis download udah disuruh kali update gila gila update ni aplikasi kaga gua update mending gua apus dah,"['najis', 'download', 'udah', 'disuruh', 'kali', 'update', 'gila', 'gila', 'update', 'ni', 'aplikasi', 'kaga', 'gua', 'update', 'mending', 'gua', 'apus', 'dah']",najis download udah suruh kali update gila gila update ni aplikasi kaga gua update mending gua apus dah
Top,Positif,top,top,['top'],top
good,Positif,good,good,['good'],good
Ngetes dulu hehehe,Positif,ngetes dulu hehehe,ngetes hehehe,"['ngetes', 'hehehe']",ngetes hehehe
"Padahal jarang bikin threads karna jarang online, tp akun saya disuspend, apk threads sudah saya uninstal, gak ngapa-ngapain kok disuspend.",Negatif,padahal jarang bikin threads karna jarang online tp akun saya disuspend apk threads sudah saya uninstal gak ngapangapain kok disuspend,jarang bikin threads karna jarang online tp akun disuspend apk threads uninstal gak ngapangapain disuspend,"['jarang', 'bikin', 'threads', 'karna', 'jarang', 'online', 'tp', 'akun', 'disuspend', 'apk', 'threads', 'uninstal', 'gak', 'ngapangapain', 'disuspend']",jarang bikin threads karna jarang online tp akun disuspend apk threads uninstal gak ngapangapain disuspend
Boikot,Negatif,boikot,boikot,['boikot'],boikot
Sangat membantu,Positif,sangat membantu,membantu,['membantu'],bantu
mantap,Positif,mantap,mantap,['mantap'],mantap
Ok,Positif,ok,ok,['ok'],ok
Bagus,Positif,bagus,bagus,['bagus'],bagus
Bagus banget,Positif,bagus banget,bagus banget,"['bagus', 'banget']",bagus banget
Aplikasi terbaru Instagram bagus,Positif,aplikasi terbaru instagram bagus,aplikasi terbaru instagram bagus,"['aplikasi', 'terbaru', 'instagram', 'bagus']",aplikasi baru instagram bagus
oke,Positif,oke,oke,['oke'],oke
sangat bagus pas noton pidio padcngan hidup fipandang lasung hidup,Positif,sangat bagus pas noton pidio padcngan hidup fipandang lasung hidup,bagus pas noton pidio padcngan hidup fipandang lasung hidup,"['bagus', 'pas', 'noton', 'pidio', 'padcngan', 'hidup', 'fipandang', 'lasung', 'hidup']",bagus pas noton pidio padcngan hidup fipandang lasung hidup
mantap,Positif,mantap,mantap,['mantap'],mantap
Udah baru suruh perbarui lagi anjg,Negatif,udah baru suruh perbarui lagi anjg,udah suruh perbarui anjg,"['udah', 'suruh', 'perbarui', 'anjg']",udah suruh baru anjg
Bagus,Positif,bagus,bagus,['bagus'],bagus
aplikasinya mirip-mirip Instagram👍🏻,Negatif,aplikasinya miripmirip instagram,aplikasinya miripmirip instagram,"['aplikasinya', 'miripmirip', 'instagram']",aplikasi miripmirip instagram
Ok,Positif,ok,ok,['ok'],ok
🫶🫶🫶,Positif,,,[],
good,Positif,good,good,['good'],good
"Saya ga bisa baca komen pangguna lain.. apa emang gitu ya, apa saya yg belum ngerti..",Positif,saya ga bisa baca komen pangguna lain apa emang gitu ya apa saya yg belum ngerti,ga baca komen pangguna emang gitu ya yg ngerti,"['ga', 'baca', 'komen', 'pangguna', 'emang', 'gitu', 'ya', 'yg', 'ngerti']",ga baca komen pangguna emang gitu ya yg ngerti
SUGIANTO porisi Sugianto,Positif,sugianto porisi sugianto,sugianto porisi sugianto,"['sugianto', 'porisi', 'sugianto']",sugianto porisi sugianto
keren,Positif,keren,keren,['keren'],keren
bagus sekali,Positif,bagus sekali,bagus,['bagus'],bagus
Bagus,Positif,bagus,bagus,['bagus'],bagus
Mau hapus balasan bekas komentar titik 3 nya kok tidak ada sih .. ini gimana jadi gabisa hapus ?,Negatif,mau hapus balasan bekas komentar titik  nya kok tidak ada sih  ini gimana jadi gabisa hapus ,hapus balasan bekas komentar titik nya sih gimana gabisa hapus,"['hapus', 'balasan', 'bekas', 'komentar', 'titik', 'nya', 'sih', 'gimana', 'gabisa', 'hapus']",hapus balas bekas komentar titik nya sih gimana gabisa hapus
𝐓𝐡𝐚𝐧𝐤,Positif,,,[],
tower,Positif,tower,tower,['tower'],tower
👍👍👍,Positif,,,[],
ok,Positif,ok,ok,['ok'],ok
asyik,Positif,asyik,asyik,['asyik'],asyik
semoga lebih membaik,Positif,semoga lebih membaik,semoga membaik,"['semoga', 'membaik']",moga baik
"Aplikasi sosial media yang bagus,",Positif,aplikasi sosial media yang bagus,aplikasi sosial media bagus,"['aplikasi', 'sosial', 'media', 'bagus']",aplikasi sosial media bagus
tidak pernah dapat like,Negatif,tidak pernah dapat like,like,['like'],like
great app to express what we want to share in a very simple way.,Positif,great app to express what we want to share in a very simple way,great app to express what we want to share in a very simple way,"['great', 'app', 'to', 'express', 'what', 'we', 'want', 'to', 'share', 'in', 'a', 'very', 'simple', 'way']",great app to express what we want to share in a very simple way
Mantapp,Positif,mantapp,mantapp,['mantapp'],mantapp
josss,Positif,josss,josss,['josss'],josss
jelek bgt....,Negatif,jelek bgt,jelek bgt,"['jelek', 'bgt']",jelek bgt
disini tempat mengatur strategi & curhat sih mantap 😂👏,Positif,disini tempat mengatur strategi  curhat sih mantap ,mengatur strategi curhat sih mantap,"['mengatur', 'strategi', 'curhat', 'sih', 'mantap']",atur strategi curhat sih mantap
"sejauh ini, ini yang paling jauh",Positif,sejauh ini ini yang paling jauh,,[],
"Untuk performanya bagus, tapi guna apa kalau isinya banyak akun fake semua yg foto"" tebar pesona hanya untuk menarik perhatian agar di follow akun nya melaikan instagram pun juga sama. Sampai kapan sosmed pelampiasan penipu di perbaiki dengan benar???",Negatif,untuk performanya bagus tapi guna apa kalau isinya banyak akun fake semua yg foto tebar pesona hanya untuk menarik perhatian agar di follow akun nya melaikan instagram pun juga sama sampai kapan sosmed pelampiasan penipu di perbaiki dengan benar,performanya bagus isinya akun fake yg foto tebar pesona menarik perhatian follow akun nya melaikan instagram sosmed pelampiasan penipu perbaiki,"['performanya', 'bagus', 'isinya', 'akun', 'fake', 'yg', 'foto', 'tebar', 'pesona', 'menarik', 'perhatian', 'follow', 'akun', 'nya', 'melaikan', 'instagram', 'sosmed', 'pelampiasan', 'penipu', 'perbaiki']",performa bagus isi akun fake yg foto tebar pesona tarik perhati follow akun nya lai instagram sosmed lampias tipu baik
Shering app,Positif,shering app,shering app,"['shering', 'app']",shering app
Mantap....,Positif,mantap,mantap,['mantap'],mantap
Sangat baguss,Positif,sangat baguss,baguss,['baguss'],baguss
Mantap ada bokep nya,Positif,mantap ada bokep nya,mantap bokep nya,"['mantap', 'bokep', 'nya']",mantap bokep nya
bagus,Positif,bagus,bagus,['bagus'],bagus
tahap belajar.tapi bagus👍,Positif,tahap belajartapi bagus,tahap belajartapi bagus,"['tahap', 'belajartapi', 'bagus']",tahap belajartapi bagus
sangat mantap,Positif,sangat mantap,mantap,['mantap'],mantap
Good,Positif,good,good,['good'],good
sangat 👍,Positif,sangat ,,[],
Oky bagus,Positif,oky bagus,oky bagus,"['oky', 'bagus']",oky bagus
Bagus banget aplikasi jya,Positif,bagus banget aplikasi jya,bagus banget aplikasi jya,"['bagus', 'banget', 'aplikasi', 'jya']",bagus banget aplikasi jya
cukup menarik bagus,Positif,cukup menarik bagus,menarik bagus,"['menarik', 'bagus']",tarik bagus
Lumayan,Positif,lumayan,lumayan,['lumayan'],lumayan
"Kok ada bug ya ,pas waktu saya mencet mau lihat komen kok gak bisa plus gaada masalah apapun di internet saya dan malah bilang sistem eror coba setelah beberapa menit",Negatif,kok ada bug ya pas waktu saya mencet mau lihat komen kok gak bisa plus gaada masalah apapun di internet saya dan malah bilang sistem eror coba setelah beberapa menit,bug ya pas mencet lihat komen gak plus gaada apapun internet bilang sistem eror coba menit,"['bug', 'ya', 'pas', 'mencet', 'lihat', 'komen', 'gak', 'plus', 'gaada', 'apapun', 'internet', 'bilang', 'sistem', 'eror', 'coba', 'menit']",bug ya pas mencet lihat komen gak plus gaada apa internet bilang sistem eror coba menit
Bagus,Positif,bagus,bagus,['bagus'],bagus
mantap,Positif,mantap,mantap,['mantap'],mantap
Mantap dengan aplikasi ini,Positif,mantap dengan aplikasi ini,mantap aplikasi,"['mantap', 'aplikasi']",mantap aplikasi
Mantap,Positif,mantap,mantap,['mantap'],mantap
Everything is connected,Positif,everything is connected,everything is connected,"['everything', 'is', 'connected']",everything is connected
"Threads media no 1 didunia, yang paling banyak di download. Mendukung the global goals 2030 Un-redd programme/undp/fao/unep @17 fao and the sustainable development goals Sdg_13. Climate Action 2030 Climate Change 2030-2050 Global Warming Politik ekonomi sosial budaya teknologi keamanan agama 5w1h+security",Positif,threads media no  didunia yang paling banyak di download mendukung the global goals  unredd programmeundpfaounep  fao and the sustainable development goals sdg climate action  climate change  global warming politik ekonomi sosial budaya teknologi keamanan agama whsecurity,threads media no didunia download mendukung the global goals unredd programmeundpfaounep fao and the sustainable development goals sdg climate action climate change global warming politik ekonomi sosial budaya teknologi keamanan agama whsecurity,"['threads', 'media', 'no', 'didunia', 'download', 'mendukung', 'the', 'global', 'goals', 'unredd', 'programmeundpfaounep', 'fao', 'and', 'the', 'sustainable', 'development', 'goals', 'sdg', 'climate', 'action', 'climate', 'change', 'global', 'warming', 'politik', 'ekonomi', 'sosial', 'budaya', 'teknologi', 'keamanan', 'agama', 'whsecurity']",threads media no dunia download dukung the global goals unredd programmeundpfaounep fao and the sustainable development goals sdg climate action climate change global warming politik ekonomi sosial budaya teknologi aman agama whsecurity
I got a lot of positive things here,Positif,i got a lot of positive things here,i got a lot of positive things here,"['i', 'got', 'a', 'lot', 'of', 'positive', 'things', 'here']",i got a lot of positive things here
Bagus,Positif,bagus,bagus,['bagus'],bagus
Bagus,Positif,bagus,bagus,['bagus'],bagus
Oke mantap,Positif,oke mantap,oke mantap,"['oke', 'mantap']",oke mantap
suka,Positif,suka,suka,['suka'],suka
Bagus banget buatcari Poto j,Positif,bagus banget buatcari poto j,bagus banget buatcari poto j,"['bagus', 'banget', 'buatcari', 'poto', 'j']",bagus banget buatcari poto j
sangat bagus,Positif,sangat bagus,bagus,['bagus'],bagus
kalau aku tau aplikasi ini dari dulu. kayaknya aku bakal gunain ini deh,Positif,kalau aku tau aplikasi ini dari dulu kayaknya aku bakal gunain ini deh,tau aplikasi kayaknya gunain deh,"['tau', 'aplikasi', 'kayaknya', 'gunain', 'deh']",tau aplikasi kayak gunain deh
bagus banget cuy Tapi kenapa setiap aku komen ke seseorang gak bisa dulu sih bisa tapi kenapa gak bisa Lumayan juga sih 😉,Positif,bagus banget cuy tapi kenapa setiap aku komen ke seseorang gak bisa dulu sih bisa tapi kenapa gak bisa lumayan juga sih ,bagus banget cuy komen gak sih gak lumayan sih,"['bagus', 'banget', 'cuy', 'komen', 'gak', 'sih', 'gak', 'lumayan', 'sih']",bagus banget cuy komen gak sih gak lumayan sih
seneng bisa membayar dengan jumlah uang yang sangat besar ke diri saya Threads ini mantap,Positif,seneng bisa membayar dengan jumlah uang yang sangat besar ke diri saya threads ini mantap,seneng membayar uang threads mantap,"['seneng', 'membayar', 'uang', 'threads', 'mantap']",neng bayar uang threads mantap
Bagus,Positif,bagus,bagus,['bagus'],bagus
apk nya sangat membantu saya untuk menceritakan semua hal yang ingin saya ceritakan,Positif,apk nya sangat membantu saya untuk menceritakan semua hal yang ingin saya ceritakan,apk nya membantu menceritakan ceritakan,"['apk', 'nya', 'membantu', 'menceritakan', 'ceritakan']",apk nya bantu cerita cerita
Pokonya uhuy lah,Positif,pokonya uhuy lah,pokonya uhuy,"['pokonya', 'uhuy']",poko uhuy
Baru mau coba app nya,Positif,baru mau coba app nya,coba app nya,"['coba', 'app', 'nya']",coba app nya
Ok,Positif,ok,ok,['ok'],ok
Go,Positif,go,go,['go'],go
Setiap buka thread dari ig pasti nyuruh update mulu,Negatif,setiap buka thread dari ig pasti nyuruh update mulu,buka thread ig nyuruh update mulu,"['buka', 'thread', 'ig', 'nyuruh', 'update', 'mulu']",buka thread ig nyuruh update mulu
Oke,Positif,oke,oke,['oke'],oke
Bagus,Positif,bagus,bagus,['bagus'],bagus
mantap,Positif,mantap,mantap,['mantap'],mantap
Informatif,Positif,informatif,informatif,['informatif'],informatif
Nice,Positif,nice,nice,['nice'],nice
koneksi internet harus ditingkatkan lagi,Positif,koneksi internet harus ditingkatkan lagi,koneksi internet ditingkatkan,"['koneksi', 'internet', 'ditingkatkan']",koneksi internet tingkat
"threads is a diary for me, thank u",Positif,threads is a diary for me thank u,threads is a diary for me thank u,"['threads', 'is', 'a', 'diary', 'for', 'me', 'thank', 'u']",threads is a diary for me thank u
Bgus,Positif,bgus,bgus,['bgus'],bgus
Ok,Positif,ok,ok,['ok'],ok
Ok lah,Positif,ok lah,ok,['ok'],ok
Kacau sekali algoritmanya,Negatif,kacau sekali algoritmanya,kacau algoritmanya,"['kacau', 'algoritmanya']",kacau algoritmanya
Asyik untk membagikan ide dalam bentuk tulisan pendek. Orang² di sini ga toxic. Positive vibe...,Positif,asyik untk membagikan ide dalam bentuk tulisan pendek orang di sini ga toxic positive vibe,asyik untk membagikan ide bentuk tulisan pendek orang ga toxic positive vibe,"['asyik', 'untk', 'membagikan', 'ide', 'bentuk', 'tulisan', 'pendek', 'orang', 'ga', 'toxic', 'positive', 'vibe']",asyik untk bagi ide bentuk tulis pendek orang ga toxic positive vibe
ACl Gamestop,Positif,acl gamestop,acl gamestop,"['acl', 'gamestop']",acl gamestop
Awan Yanuar 👈 mutualan yuk,Positif,awan yanuar  mutualan yuk,awan yanuar mutualan yuk,"['awan', 'yanuar', 'mutualan', 'yuk']",awan yanuar mutualan yuk
Tidak suka,Negatif,tidak suka,suka,['suka'],suka
bagus untk buat inspirasi untuk orang bnyak,Positif,bagus untk buat inspirasi untuk orang bnyak,bagus untk inspirasi orang bnyak,"['bagus', 'untk', 'inspirasi', 'orang', 'bnyak']",bagus untk inspirasi orang bnyak
keren,Positif,keren,keren,['keren'],keren
Menjual tirarium box hantaran,Positif,menjual tirarium box hantaran,menjual tirarium box hantaran,"['menjual', 'tirarium', 'box', 'hantaran']",jual tirarium box hantar
Jos,Positif,jos,jos,['jos'],jos
Bagus,Positif,bagus,bagus,['bagus'],bagus
apa lagi ini apk sampah,Negatif,apa lagi ini apk sampah,apk sampah,"['apk', 'sampah']",apk sampah
Top,Positif,top,top,['top'],top
sangat bagus,Positif,sangat bagus,bagus,['bagus'],bagus
sangat bagus,Positif,sangat bagus,bagus,['bagus'],bagus
Semoga puas dengan layanan aplikasi ini,Positif,semoga puas dengan layanan aplikasi ini,semoga puas layanan aplikasi,"['semoga', 'puas', 'layanan', 'aplikasi']",moga puas layan aplikasi
"Bisa tidak, threads ini tidak usah di gabungin dengan Instagram, soalnya kalau ada masalah pasti ikut juga ke Instagram.",Negatif,bisa tidak threads ini tidak usah di gabungin dengan instagram soalnya kalau ada masalah pasti ikut juga ke instagram,threads gabungin instagram instagram,"['threads', 'gabungin', 'instagram', 'instagram']",threads gabungin instagram instagram
good,Positif,good,good,['good'],good
For me threads same amazing as twitter. But please maybe add more features again to make threads better. And maybe if could be great if threads have lite version,Positif,for me threads same amazing as twitter but please maybe add more features again to make threads better and maybe if could be great if threads have lite version,for me threads same amazing as twitter but please maybe add more features again to make threads better and maybe if could be great if threads have lite version,"['for', 'me', 'threads', 'same', 'amazing', 'as', 'twitter', 'but', 'please', 'maybe', 'add', 'more', 'features', 'again', 'to', 'make', 'threads', 'better', 'and', 'maybe', 'if', 'could', 'be', 'great', 'if', 'threads', 'have', 'lite', 'version']",for me threads same amazing as twitter but please maybe add more features again to make threads better and maybe if could be great if threads have lite version
Ok,Positif,ok,ok,['ok'],ok
terbaik laaah,Positif,terbaik laaah,terbaik laaah,"['terbaik', 'laaah']",baik laaah
Mantap,Positif,mantap,mantap,['mantap'],mantap
🍉,Negatif,,,[],
Mantaaaaap,Positif,mantaaaaap,mantaaaaap,['mantaaaaap'],mantaaaaap
"apk kontollll,gara"" nge hapus akun di apk ini,akun ig ikut terhapus permanen babii babii apk gak guna kontollll ini apk",Negatif,apk kontollllgara nge hapus akun di apk iniakun ig ikut terhapus permanen babii babii apk gak guna kontollll ini apk,apk kontollllgara nge hapus akun apk iniakun ig terhapus permanen babii babii apk gak kontollll apk,"['apk', 'kontollllgara', 'nge', 'hapus', 'akun', 'apk', 'iniakun', 'ig', 'terhapus', 'permanen', 'babii', 'babii', 'apk', 'gak', 'kontollll', 'apk']",apk kontollllgara nge hapus akun apk iniakun ig hapus permanen babi babi apk gak kontollll apk
"Threads, merupakan tempat dan sumber inspirasi bagi kita smua dalam menuangkan ide, gagasan dan inspirasi yg positif. Makasih Threads is the best.",Positif,threads merupakan tempat dan sumber inspirasi bagi kita smua dalam menuangkan ide gagasan dan inspirasi yg positif makasih threads is the best,threads sumber inspirasi smua menuangkan ide gagasan inspirasi yg positif makasih threads is the best,"['threads', 'sumber', 'inspirasi', 'smua', 'menuangkan', 'ide', 'gagasan', 'inspirasi', 'yg', 'positif', 'makasih', 'threads', 'is', 'the', 'best']",threads sumber inspirasi smua tuang ide gagas inspirasi yg positif makasih threads is the best
mantap..,Positif,mantap,mantap,['mantap'],mantap
keren,Positif,keren,keren,['keren'],keren
mantap,Positif,mantap,mantap,['mantap'],mantap
Karena saya gak bisa komen komen lag jadi bintang ku ambil lagi sisain satu aja ya hahaha,Negatif,karena saya gak bisa komen komen lag jadi bintang ku ambil lagi sisain satu aja ya hahaha,gak komen komen lag bintang ku ambil sisain aja ya hahaha,"['gak', 'komen', 'komen', 'lag', 'bintang', 'ku', 'ambil', 'sisain', 'aja', 'ya', 'hahaha']",gak komen komen lag bintang ku ambil sisain aja ya hahaha
Apk cocok buat nipu shre link daget,Negatif,apk cocok buat nipu shre link daget,apk cocok nipu shre link daget,"['apk', 'cocok', 'nipu', 'shre', 'link', 'daget']",apk cocok nipu shre link daget
ok ok,Positif,ok ok,ok ok,"['ok', 'ok']",ok ok
Menarik,Positif,menarik,menarik,['menarik'],tarik
mantap,Positif,mantap,mantap,['mantap'],mantap
semoga lbh bagus,Positif,semoga lbh bagus,semoga lbh bagus,"['semoga', 'lbh', 'bagus']",moga lbh bagus
aku kasih full bintang nya 🥰🙏🙏,Positif,aku kasih full bintang nya ,kasih full bintang nya,"['kasih', 'full', 'bintang', 'nya']",kasih full bintang nya
Lupa sandi Thread's ? Maaf ya belum bisa login lagi Soon,Positif,lupa sandi threads  maaf ya belum bisa login lagi soon,lupa sandi threads maaf ya login soon,"['lupa', 'sandi', 'threads', 'maaf', 'ya', 'login', 'soon']",lupa sandi threads maaf ya login soon
"Gag bisa download, cmn muter2",Negatif,gag bisa download cmn muter,gag download cmn muter,"['gag', 'download', 'cmn', 'muter']",gag download cmn muter
Ruwet,Negatif,ruwet,ruwet,['ruwet'],ruwet
seru banget inimah,Positif,seru banget inimah,seru banget inimah,"['seru', 'banget', 'inimah']",seru banget inimah
Oke,Positif,oke,oke,['oke'],oke
Alhamdulillah jadi bisa ngetik banyak,Positif,alhamdulillah jadi bisa ngetik banyak,alhamdulillah ngetik,"['alhamdulillah', 'ngetik']",alhamdulillah ngetik
Bgus,Positif,bgus,bgus,['bgus'],bgus
Aku suka,Positif,aku suka,suka,['suka'],suka
Kenapa akun saya tidak bisa memberikan komentar di utas orang lain? Bagaimana solusinya? Terimakasih,Negatif,kenapa akun saya tidak bisa memberikan komentar di utas orang lain bagaimana solusinya terimakasih,akun komentar utas orang solusinya terimakasih,"['akun', 'komentar', 'utas', 'orang', 'solusinya', 'terimakasih']",akun komentar utas orang solusi terimakasih
Isinya hal yang mengandung 18+ dan kebanyakan akun fake,Negatif,isinya hal yang mengandung  dan kebanyakan akun fake,isinya mengandung kebanyakan akun fake,"['isinya', 'mengandung', 'kebanyakan', 'akun', 'fake']",isi kandung banyak akun fake
"Sejauh ini suka dan udah bagus main ini. Cuma kok terjemahannya hilang ya? Sekarang harus klik titik 3 dulu trus klik terjemahan. Kalo dlu tinggal ikon terjemahan, simple. Tolong dong balikin lagi ikon terjemahan nya biar 1x klik aja.",Positif,sejauh ini suka dan udah bagus main ini cuma kok terjemahannya hilang ya sekarang harus klik titik  dulu trus klik terjemahan kalo dlu tinggal ikon terjemahan simple tolong dong balikin lagi ikon terjemahan nya biar x klik aja,suka udah bagus main terjemahannya hilang ya klik titik trus klik terjemahan kalo dlu tinggal ikon terjemahan simple tolong balikin ikon terjemahan nya biar x klik aja,"['suka', 'udah', 'bagus', 'main', 'terjemahannya', 'hilang', 'ya', 'klik', 'titik', 'trus', 'klik', 'terjemahan', 'kalo', 'dlu', 'tinggal', 'ikon', 'terjemahan', 'simple', 'tolong', 'balikin', 'ikon', 'terjemahan', 'nya', 'biar', 'x', 'klik', 'aja']",suka udah bagus main terjemah hilang ya klik titik trus klik terjemah kalo dlu tinggal ikon terjemah simple tolong balikin ikon terjemah nya biar x klik aja
cara lihat komen nya gimana woy kaku amat aplikasi ny?,Negatif,cara lihat komen nya gimana woy kaku amat aplikasi ny,lihat komen nya gimana woy kaku aplikasi ny,"['lihat', 'komen', 'nya', 'gimana', 'woy', 'kaku', 'aplikasi', 'ny']",lihat komen nya gimana woy kaku aplikasi ny
Bagus,Positif,bagus,bagus,['bagus'],bagus
mantap sekali,Positif,mantap sekali,mantap,['mantap'],mantap
Ok keren,Positif,ok keren,ok keren,"['ok', 'keren']",ok keren
Alhamdulillaah semangkin bagus,Positif,alhamdulillaah semangkin bagus,alhamdulillaah semangkin bagus,"['alhamdulillaah', 'semangkin', 'bagus']",alhamdulillaah semangkin bagus
oke👍🏻,Positif,oke,oke,['oke'],oke
